,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_cost,metro_travel_time,metro_Comfort,metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2
2736,15,30,5,2,8,15,3,2,7,15,3,10
4305,3,30,1,5,8,15,1,10,20,10,1,5
616,8,30,1,5,12,15,1,2,20,25,3,5
253,15,30,5,5,12,20,5,10,20,25,5,10
3748,8,10,5,5,5,15,3,10,15,10,1,5
3587,3,30,5,5,12,15,1,2,15,15,5,2
2363,8,20,1,5,8,15,5,5,20,10,1,5
1128,8,10,5,10,5,20,5,10,15,15,3,5
3559,3,10,1,2,12,20,1,10,7,15,5,2
3315,15,30,1,2,8,10,3,10,7,10,3,10
888,8,20,3,10,8,15,1,10,7,15,3,10
2927,3,20,3,10,8,10,1,2,15,15,1,2
3413,15,10,1,10,12,10,5,10,20,25,1,10
1370,8,10,3,10,5,20,3,10,7,25,3,10
2838,3,10,3,5,5,20,5,2,15,25,1,10
3486,15,10,5,10,5,10,5,2,20,25,3,2
1553,15,10,3,2,8,20,1,2,15,25,5,5
1301,15,10,1,5,12,20,1,10,20,25,1,2
1791,8,20,1,2,12,20,3,10,7,15,1,2
3603,8,10,5,5,5,10,1,2,20,25,1,2
3898,8,30,3,5,8,10,1,5,7,10,5,2
4201,3,30,3,2,12,15,5,2,15,15,5,2
122,3,20,5,10,8,15,3,10,15,15,5,5
2742,3,10,1,5,5,15,5,5,20,15,1,2
2114,8,20,1,10,12,15,5,2,7,10,3,10
3316,3,20,3,2,5,15,1,5,15,10,1,10
3622,8,30,3,10,12,15,1,2,20,15,1,2
3160,8,10,1,5,12,10,3,2,7,15,3,10
2390,3,10,3,2,8,10,3,2,7,10,3,10
1941,8,30,5,5,5,10,3,10,15,25,1,10
1117,3,30,1,10,12,20,1,5,15,15,1,5
1781,8,20,5,10,12,20,3,2,7,25,3,2
1225,8,30,3,5,8,20,3,10,15,25,5,10
2653,3,30,1,10,8,20,1,5,7,15,3,2
1671,15,10,5,2,5,20,3,2,7,10,5,2
1906,8,30,5,2,8,10,1,2,7,10,3,2
2328,3,30,1,2,5,10,5,5,20,15,3,10
534,8,20,1,10,8,15,3,5,15,25,5,2
1709,15,20,3,5,12,15,3,5,15,10,1,10
2588,8,20,3,10,8,15,1,10,7,15,3,2
3072,15,10,3,2,8,15,3,10,7,10,5,10
2255,15,20,1,5,5,20,3,5,20,25,5,10
3847,8,30,5,2,5,10,3,10,20,10,3,5
2991,15,10,1,5,5,20,5,10,20,25,3,2
1462,8,10,5,2,8,15,1,5,15,15,1,10
2484,15,20,1,5,12,20,1,10,20,25,5,10
3881,3,10,1,10,5,15,5,2,7,10,1,5
865,8,30,5,5,5,15,1,2,7,25,5,10
1536,3,20,1,10,5,10,3,2,20,25,3,10
378,8,10,5,5,5,15,3,5,20,10,1,5
2770,8,20,1,5,8,20,5,2,7,10,3,10
1428,3,20,3,10,5,20,3,2,15,25,3,5
3778,8,20,3,10,5,15,1,10,7,25,5,10
3850,15,10,1,2,5,10,1,2,7,25,3,5
137,8,30,1,2,8,20,3,2,20,15,5,5
3205,15,10,1,10,5,10,3,5,15,15,1,2
3297,8,20,5,5,5,20,3,5,15,25,1,2
4126,3,10,1,10,8,15,1,2,7,25,3,5
3417,3,30,3,2,5,15,1,10,20,15,3,5
4417,8,30,3,10,5,10,1,2,15,10,3,2
915,3,10,3,5,8,20,5,10,15,10,1,5
2281,8,30,5,2,8,10,3,5,15,15,3,2
406,3,10,3,2,12,20,5,5,15,10,3,10
3948,15,20,5,5,5,20,3,10,15,25,5,5
574,15,10,5,10,12,20,3,5,7,25,3,2
427,3,10,5,2,12,10,1,5,15,25,3,10
2034,15,30,5,10,8,20,5,2,7,25,1,2
4979,8,10,5,5,8,15,3,10,20,15,1,10
2850,15,10,1,5,5,20,5,10,20,10,5,5
559,8,20,1,5,8,20,3,5,15,25,5,2
457,8,10,5,5,12,20,1,5,20,25,1,10
2178,15,30,1,5,5,15,1,10,20,15,5,10
1243,8,30,5,5,5,15,3,5,20,25,5,5
570,15,10,1,10,12,20,1,10,7,10,1,5
863,15,30,3,10,5,20,5,5,7,15,3,2
263,15,10,3,10,5,10,1,5,7,10,3,10
363,15,20,1,5,8,20,1,5,20,10,3,5
1372,3,10,1,2,8,20,5,5,7,25,3,10
512,8,20,1,5,12,20,3,2,20,10,3,5
3996,8,30,5,5,12,15,3,10,20,15,1,2
898,15,30,3,2,12,20,1,5,7,15,5,2
3230,8,30,1,5,5,10,5,2,20,10,1,10
3691,15,20,5,2,12,15,3,10,7,15,3,10
24,3,10,5,5,12,15,1,5,7,15,1,2
2764,8,30,1,2,8,20,5,10,7,15,5,2
1779,15,30,5,5,5,10,3,2,20,15,1,5
4244,3,30,1,5,12,10,5,5,15,10,5,2
4246,8,20,5,5,5,10,5,10,15,10,3,5
4735,15,30,5,2,12,15,1,10,20,25,3,2
4383,15,20,1,5,8,15,3,2,20,25,1,10
887,15,30,3,10,5,10,5,5,7,10,1,5
4149,15,30,5,5,8,15,5,10,20,10,5,2
4937,15,20,3,10,12,10,3,2,7,10,5,2
4721,3,20,5,10,5,10,1,2,15,10,5,2
4566,8,20,3,5,5,20,5,10,7,15,3,5
4622,8,20,5,2,5,10,1,2,15,15,5,5
3023,3,30,3,5,8,15,5,2,20,15,5,5
1588,15,10,5,2,5,15,3,5,20,10,1,5
4564,15,20,3,10,5,20,5,10,20,10,5,5
4266,15,20,5,10,5,15,3,10,15,25,3,2
520,15,20,3,5,5,10,1,10,20,15,3,10
4094,8,10,3,10,8,15,1,10,7,15,5,5
4000,3,10,1,2,12,20,5,10,15,10,3,2
325,15,30,5,10,8,20,5,2,7,15,3,10
3056,3,30,5,10,8,10,3,5,7,15,5,5
3350,15,30,5,5,5,15,1,5,15,25,5,10
1594,15,30,5,2,12,20,1,10,15,10,5,5
4499,15,30,1,2,12,10,1,5,15,15,1,10
2920,15,20,1,10,5,20,1,10,15,25,5,10
1282,15,10,1,10,12,10,5,10,15,10,1,5
453,8,10,3,10,12,10,1,10,7,10,3,10
3161,8,30,1,10,12,15,3,2,20,10,1,10
216,15,30,1,2,8,10,5,2,15,10,1,5
285,8,30,5,2,12,10,5,10,20,10,3,5
214,8,10,3,10,8,20,5,2,20,25,5,5
4966,3,10,5,5,12,15,5,10,20,10,3,2
3204,15,30,1,2,12,20,1,10,20,10,3,2
4074,8,20,1,10,12,15,5,5,15,10,5,2
3448,8,20,5,5,8,15,1,10,20,25,1,5
3861,15,10,3,5,8,20,5,5,7,10,3,2
3670,15,30,5,10,8,20,1,2,7,10,5,2
1927,8,20,5,10,5,10,1,2,15,25,5,5
4366,15,10,5,5,8,10,3,10,7,15,1,2
3729,3,10,5,5,12,15,3,5,15,25,5,2
603,3,30,5,2,12,10,5,5,15,25,5,5
2346,3,30,3,10,8,10,5,5,7,10,1,10
4968,15,10,3,5,5,20,1,10,15,10,1,10
3100,3,10,1,2,12,10,3,10,15,10,3,2
2786,8,20,1,5,12,15,3,2,7,15,5,10
2905,3,30,3,10,8,20,1,10,15,25,5,2
4668,8,10,3,5,8,10,1,10,7,15,1,10
1511,3,20,3,10,8,10,3,5,7,15,1,5
2717,3,10,3,5,8,20,5,5,7,15,3,2
2331,3,20,1,2,8,20,5,5,15,15,1,5
1959,15,20,1,10,8,15,5,5,20,25,5,10
701,8,20,3,5,5,10,5,2,20,10,5,2
68,3,20,1,10,8,15,1,5,7,15,3,2
1755,8,10,3,2,12,20,3,10,15,25,3,5
3404,3,30,3,2,8,10,1,5,20,10,3,2
3221,15,20,3,2,12,15,5,2,15,25,1,5
2020,3,30,1,5,5,10,3,5,15,15,1,5
4763,3,10,5,10,5,10,1,2,7,25,3,5
2803,8,10,5,5,12,10,5,5,15,15,3,10
3876,3,10,5,2,8,15,3,5,7,25,3,10
2046,8,10,5,10,12,15,1,5,20,25,1,5
284,15,30,3,10,8,20,1,2,20,15,5,2
4277,8,20,5,2,8,20,5,10,7,15,3,2
2760,8,10,3,10,5,10,3,10,20,15,1,10
954,15,30,1,5,8,10,3,2,7,10,3,10
1424,15,10,3,2,5,20,5,10,15,10,1,2
1695,3,30,5,10,12,15,1,5,7,10,5,10
2756,3,20,3,2,12,15,1,10,15,25,5,5
3796,3,10,1,2,8,20,3,5,7,25,5,5
4918,3,20,1,5,8,10,1,5,15,15,5,5
4213,3,10,1,2,5,15,1,2,20,10,5,10
4425,3,10,3,2,12,10,5,5,15,15,1,10
1011,8,30,3,5,5,15,1,5,15,10,3,10
2597,15,20,5,5,8,10,5,10,20,25,3,5
1540,3,20,1,2,12,10,5,10,15,15,3,5
2379,8,30,5,2,12,10,1,5,7,10,3,10
3142,3,20,5,2,5,15,3,2,7,15,3,10
2533,15,20,3,5,12,20,5,2,7,10,5,5
2005,15,10,5,2,5,15,5,5,7,25,1,2
3984,3,20,1,5,5,10,5,5,7,25,1,5
1394,8,20,1,10,12,10,3,2,7,10,5,2
128,3,10,3,2,5,10,1,10,7,25,1,10
3498,8,20,5,10,8,10,1,10,7,10,3,5
2499,3,20,5,5,12,10,3,10,15,15,1,5
2493,3,10,3,2,5,10,3,10,7,15,1,5
4900,15,10,1,5,8,15,3,10,7,15,1,5
607,3,10,3,10,12,20,3,5,7,25,1,5
4264,15,10,1,10,5,15,3,5,15,25,5,10
4330,8,10,5,2,8,15,3,5,20,25,5,10
4887,8,10,5,2,12,20,1,5,7,15,5,5
777,3,20,5,5,12,10,5,5,20,25,1,10
1385,15,10,3,2,12,10,3,2,7,15,3,10
3450,8,30,3,5,12,10,3,2,7,15,5,10
1296,3,20,3,10,5,10,1,2,20,10,5,2
2674,15,20,1,5,5,20,5,5,20,10,3,5
826,8,10,5,2,5,10,5,10,7,15,1,5
1468,3,30,5,5,5,20,3,5,7,10,3,2
932,8,30,3,10,5,10,5,2,15,10,1,2
1982,15,20,5,5,12,20,5,5,15,25,5,5
4320,3,30,1,10,8,20,3,5,15,15,1,10
3602,15,10,3,2,12,15,3,10,15,15,3,2
412,8,30,3,2,5,10,3,5,7,10,5,5
4783,3,20,3,2,8,20,1,2,20,10,1,5
3034,15,10,1,2,12,15,1,2,20,15,5,2
2976,8,30,1,2,5,10,5,2,20,25,3,5
2280,8,10,3,5,12,10,3,10,7,15,3,2
1377,15,30,5,10,12,10,3,2,20,25,3,10
610,15,20,1,5,8,15,3,2,15,25,5,2
3009,15,10,1,2,5,20,5,5,7,15,1,10
2409,8,10,1,10,12,15,1,10,7,25,1,2
1900,15,20,5,2,8,20,3,5,15,15,3,2
4268,15,30,5,2,12,15,5,5,15,25,3,10
1066,15,20,3,5,8,15,1,2,7,15,5,10
4778,3,20,3,2,5,10,1,2,15,15,5,5
1123,3,20,3,5,5,20,1,5,20,10,3,2
2768,8,10,3,2,12,10,5,2,20,10,1,2
939,8,30,5,10,12,10,3,5,20,25,5,2
2443,15,30,1,10,12,20,1,5,20,10,5,2
3524,3,10,1,10,12,10,5,5,7,10,3,2
147,8,10,1,10,5,10,3,10,15,15,5,10
2037,3,30,3,5,12,15,5,2,7,15,5,10
3346,15,20,3,2,5,15,3,2,20,25,5,10
4360,3,10,5,10,8,15,3,10,15,25,3,2
4762,8,10,3,10,8,15,1,5,20,15,3,5
997,8,20,5,10,8,20,5,2,7,25,1,5
236,3,30,5,10,8,15,5,5,20,10,1,2
2214,15,30,3,10,8,20,3,2,7,10,3,5
4427,8,10,5,2,5,15,5,2,7,15,1,10
1880,15,20,5,10,12,15,3,10,20,10,5,10
3492,8,10,3,5,8,10,1,2,7,25,3,10
4514,3,30,1,5,12,15,1,10,7,25,3,5
1609,8,10,5,10,8,10,3,5,7,15,3,5
3957,15,10,5,10,12,20,1,5,20,15,1,10
3467,8,10,3,10,8,20,3,2,20,15,5,10
4049,3,20,1,10,12,15,3,10,20,10,3,2
4915,3,10,3,10,12,10,3,10,20,25,3,5
1647,15,20,3,10,12,10,5,2,7,25,3,2
1943,3,10,3,2,12,20,5,10,20,10,1,5
3366,15,20,5,5,5,10,5,5,7,10,1,5
282,8,20,3,5,8,20,3,10,7,15,1,5
49,8,10,5,10,12,10,5,2,20,10,5,2
1547,15,10,1,10,5,15,1,10,7,15,5,5
4208,3,20,1,10,12,10,3,10,15,25,1,10
1335,15,30,1,2,12,15,5,2,15,15,5,10
2231,3,30,5,5,5,15,3,10,20,25,1,10
2804,3,30,3,10,12,20,3,5,15,25,3,2
2498,15,10,1,2,12,10,3,2,7,10,3,2
3599,15,10,1,2,12,20,1,10,15,10,5,2
30,3,30,5,2,8,10,1,2,7,25,3,2
4879,3,30,1,10,12,20,5,2,7,15,5,2
953,3,20,3,5,8,15,5,5,15,15,5,5
2587,3,20,1,10,12,10,3,2,15,25,1,5
2506,8,20,5,2,8,15,3,10,15,25,3,5
4860,3,30,5,2,5,20,5,5,20,10,1,5
2451,15,20,3,2,12,20,1,10,7,10,5,5
2681,3,20,3,10,5,20,5,10,15,25,3,2
3666,15,10,5,2,8,15,3,2,7,10,5,5
165,15,20,1,10,8,10,5,10,20,15,5,2
3972,3,10,1,10,5,20,1,5,7,10,3,5
1097,15,10,1,2,8,20,3,5,20,15,1,5
1925,15,30,3,10,8,10,3,2,15,15,3,10
1898,8,10,3,2,5,20,1,2,7,25,3,10
3011,8,20,5,5,5,20,1,5,15,15,1,10
418,15,30,3,10,5,10,5,10,20,15,1,5
1632,3,20,5,10,5,10,1,10,15,10,5,2
3127,3,20,3,10,12,10,5,5,20,25,1,10
1248,3,20,5,5,8,20,3,2,20,10,1,10
3419,15,20,5,10,5,10,3,5,15,25,3,2
1689,8,30,5,5,12,10,5,5,15,10,3,10
3043,15,20,1,10,12,15,5,2,15,10,1,2
849,8,20,5,10,12,20,1,10,15,25,3,10
52,8,10,3,10,8,20,5,10,7,10,5,10
1004,8,30,5,10,5,20,3,10,7,10,3,10
2706,15,20,1,10,5,15,1,5,15,10,5,10
1646,3,10,1,2,12,20,3,5,15,25,3,2
622,3,30,3,10,5,20,3,10,7,15,3,10
3422,15,20,3,2,8,20,1,5,15,25,1,10
3102,3,20,1,10,8,10,3,10,7,10,3,10
1472,8,30,3,5,5,15,3,5,7,15,5,10
1512,8,10,3,10,5,10,5,5,15,15,1,2
3411,15,20,1,5,12,20,3,5,7,25,1,10
2788,15,10,5,10,8,15,5,2,7,15,1,5
3859,8,20,1,2,5,10,5,5,20,15,1,2
2061,8,20,1,5,5,20,1,10,15,10,1,2
680,15,10,3,10,8,15,5,10,15,25,3,2
1194,8,20,5,10,8,15,5,2,7,25,5,10
1093,15,20,1,5,5,15,3,5,7,25,5,5
3217,15,10,3,10,5,20,1,5,15,25,1,5
2108,3,10,1,5,12,10,1,5,20,25,1,5
2739,3,20,5,5,8,15,1,5,7,15,1,10
1656,8,20,1,10,5,15,3,2,7,25,5,10
3123,15,10,3,2,12,15,3,2,15,10,1,10
2673,3,20,5,5,8,20,5,2,20,15,5,10
2030,3,10,5,5,5,20,1,10,20,25,1,10
3823,15,10,1,10,5,20,5,10,20,10,5,5
4756,15,30,1,5,8,20,5,5,7,15,3,2
4779,3,10,1,2,12,20,3,2,7,25,1,10
6,3,10,3,2,5,20,5,10,7,10,1,2
1905,8,20,1,5,12,15,5,2,20,10,3,10
4630,3,10,1,2,5,20,5,2,15,25,3,2
4563,8,20,1,2,8,15,3,5,15,10,5,5
508,3,30,3,5,12,20,3,10,15,25,5,5
4455,8,10,3,5,8,20,3,10,20,15,1,2
2190,15,20,3,5,12,20,3,2,15,10,1,10
901,3,20,5,10,8,20,5,5,15,10,3,2
2290,8,30,3,10,5,15,5,5,15,25,5,10
3735,15,10,1,5,12,10,5,2,20,15,1,2
1484,15,30,3,5,8,20,3,2,7,15,1,10
2387,8,10,3,5,12,20,1,5,15,15,5,5
627,3,10,3,2,8,15,5,2,7,15,1,2
3067,8,20,3,5,8,15,3,2,7,25,3,2
257,8,10,3,5,12,20,5,2,20,10,3,2
3578,15,30,3,2,5,20,3,10,20,10,5,2
1722,3,10,1,2,8,15,1,2,7,25,5,5
1584,15,30,1,10,5,15,1,10,7,25,5,2
36,3,30,5,2,12,20,5,5,7,15,1,5
3049,3,10,5,5,8,15,1,5,7,10,1,2
1199,8,30,5,2,5,10,1,5,7,10,1,2
2867,15,30,5,2,5,20,3,5,20,25,3,5
3265,15,30,5,2,8,20,5,10,20,15,3,5
3214,15,10,5,10,8,10,3,5,20,25,1,2
2078,8,30,5,2,12,15,3,5,20,10,1,10
604,15,30,1,5,5,15,5,2,15,15,3,10
1573,8,30,1,10,5,15,5,5,7,15,3,5
561,15,20,5,10,8,20,5,10,15,15,1,10
2583,15,30,5,10,8,10,3,10,15,25,1,10
1444,3,10,1,2,5,10,1,10,20,25,1,5
3992,8,10,1,5,12,20,1,2,15,15,1,5
4692,8,10,1,2,12,15,3,10,7,25,3,10
4248,3,20,5,5,8,20,1,10,15,25,1,5
2316,3,20,5,10,8,10,5,10,15,10,1,5
1970,8,10,5,10,12,10,5,10,15,25,5,2
1846,8,10,1,2,12,20,1,5,15,25,1,10
689,8,30,3,10,12,15,5,10,20,25,1,5
4146,15,20,3,2,8,15,5,10,20,10,3,5
2971,8,30,1,2,8,20,1,2,15,15,1,10
3842,15,20,3,10,5,20,1,5,7,15,3,2
468,15,30,5,5,8,20,1,2,20,25,5,2
1178,3,10,3,2,8,10,1,2,7,25,5,5
2408,8,10,1,5,8,15,1,2,7,25,3,10
4400,8,10,1,2,12,20,5,2,20,10,1,10
4450,15,10,1,2,8,15,5,2,20,25,5,5
466,3,20,3,10,5,15,1,5,15,25,1,2
1017,15,20,5,10,12,20,5,2,20,15,5,5
280,15,10,1,10,8,10,5,10,7,25,5,10
4202,8,30,5,5,8,10,1,5,20,15,1,10
1574,15,10,1,2,8,10,5,2,20,25,1,10
3036,15,10,1,2,12,15,1,10,7,25,3,5
4849,8,30,1,10,8,20,5,5,20,10,5,2
935,3,20,3,10,12,20,5,5,20,15,5,10
79,3,10,1,2,8,15,3,5,15,10,5,2
4154,3,30,1,10,5,15,1,5,15,25,3,5
725,15,30,1,10,12,15,5,10,15,15,3,5
4072,15,20,1,5,12,15,5,5,7,15,3,10
3327,15,20,5,10,8,15,5,2,20,15,3,5
2173,15,20,3,2,5,20,5,10,7,25,3,5
1839,15,30,3,10,8,20,5,5,20,10,3,5
4820,15,10,1,5,8,10,3,5,20,25,3,2
1466,15,30,5,2,5,10,3,5,7,15,1,2
4744,8,10,5,5,5,10,5,2,7,25,3,2
4964,15,20,3,5,12,15,3,5,15,10,1,5
2441,15,20,1,2,8,10,3,5,20,10,1,2
1169,15,30,5,5,12,20,5,5,7,25,1,10
1313,8,10,1,5,5,10,1,2,20,15,1,2
4901,15,30,5,5,5,10,3,10,7,10,3,2
3437,3,30,1,10,5,20,1,5,7,25,1,5
4917,15,30,3,2,8,10,1,10,20,10,5,5
3199,3,10,3,5,12,20,5,5,20,25,1,2
3464,8,20,1,5,8,20,5,5,20,10,3,10
4507,3,20,1,2,12,20,1,5,7,15,3,10
272,15,20,1,10,5,15,1,10,15,25,1,10
2730,15,10,5,5,8,15,3,10,20,15,3,2
473,15,30,5,10,8,15,1,2,20,25,1,2
2460,3,10,3,10,5,15,5,2,15,25,3,5
4391,3,10,3,5,8,15,1,5,15,10,5,5
2947,8,30,5,2,5,20,5,10,7,10,3,10
1634,15,20,5,10,5,10,3,10,15,10,1,10
3061,15,20,1,2,8,15,3,5,20,10,1,2
3728,3,30,1,5,5,20,5,10,7,25,1,2
613,15,10,5,5,12,20,1,10,15,15,1,5
160,8,10,3,2,12,15,5,2,7,10,3,10
1659,15,10,1,2,12,15,3,10,7,15,5,10
3690,3,30,3,2,8,20,5,5,15,10,5,5
4731,3,30,3,2,8,10,1,5,7,10,3,10
3066,15,10,5,2,12,20,3,10,15,10,3,2
1005,8,30,1,2,5,15,5,5,15,25,3,10
2477,8,20,3,5,5,20,5,2,15,15,5,2
3501,3,20,5,2,8,20,3,5,20,15,1,2
1987,8,30,3,5,8,20,3,10,7,10,1,10
104,15,10,3,5,12,10,5,10,7,25,3,10
4038,3,20,5,10,5,20,5,10,7,15,3,10
850,8,20,1,5,8,10,5,5,20,15,5,10
1495,3,30,1,5,8,10,5,10,7,15,3,5
740,8,30,3,5,5,10,3,10,15,10,3,5
2248,15,30,5,10,5,20,1,2,20,25,3,5
4957,8,20,1,10,12,20,5,10,7,25,3,10
1099,3,20,1,10,5,15,1,2,7,25,1,2
3435,15,20,1,10,8,15,1,10,15,15,1,2
1490,15,10,5,5,8,20,3,2,7,25,5,5
2067,3,20,1,10,12,10,3,10,20,25,3,5
3436,15,20,1,2,8,20,1,2,20,25,1,5
297,8,10,3,2,5,10,3,5,7,15,5,10
3359,8,10,1,5,5,20,5,10,7,15,1,10
4584,3,20,5,2,5,15,1,5,20,10,5,10
2785,15,10,1,2,8,15,1,10,7,15,3,5
2025,15,20,1,5,12,15,1,5,7,15,5,2
4116,3,20,1,5,12,10,1,5,20,25,3,2
2832,3,30,3,10,8,20,1,2,7,25,3,5
4198,3,20,5,2,12,10,3,2,20,15,3,10
3349,8,10,5,5,5,15,3,2,15,25,3,10
4846,8,30,3,5,5,10,5,5,15,15,3,10
2874,8,20,5,5,8,20,3,5,15,10,5,2
198,3,20,5,5,12,15,1,5,15,15,5,2
4646,15,20,3,10,5,10,5,2,7,10,5,2
3848,8,30,3,2,8,10,5,5,15,25,5,2
4902,8,30,1,2,8,10,1,2,20,15,1,2
4219,3,20,5,2,5,15,1,10,7,25,5,10
1174,15,30,3,5,12,20,1,10,15,15,1,10
4542,8,10,5,2,12,15,5,10,20,25,3,10
379,8,20,3,5,5,10,5,2,20,25,5,2
1051,8,10,1,5,5,10,3,2,20,15,3,2
2471,15,20,3,5,12,15,1,5,20,10,5,10
4041,3,10,3,2,8,15,1,10,15,25,3,2
4695,15,30,1,5,5,10,5,10,15,15,5,10
3476,8,10,3,10,8,15,5,10,20,10,5,2
848,15,20,3,2,8,20,3,2,15,25,3,2
4863,8,30,3,2,12,10,5,2,15,10,1,2
1501,8,20,1,5,12,15,5,5,20,25,5,10
3811,8,30,3,2,8,15,3,2,7,25,5,5
704,15,20,3,10,8,10,3,10,15,25,1,5
3608,8,20,1,5,5,20,5,10,20,25,1,10
2029,8,10,3,10,5,15,1,5,20,10,3,2
3137,3,20,5,10,8,10,5,5,20,15,3,5
2592,3,30,1,2,12,15,3,5,15,15,5,2
2618,3,20,3,5,12,20,1,5,7,25,1,5
1591,8,10,1,10,5,20,1,5,15,15,3,5
1107,3,10,5,10,12,15,3,10,15,15,3,10
268,15,20,1,2,12,20,3,5,20,15,3,2
1732,15,30,3,10,12,20,5,10,20,10,5,10
1002,3,10,5,2,8,20,3,10,7,15,1,2
907,8,10,5,5,8,10,5,2,15,25,1,5
4811,8,10,1,2,12,15,5,10,20,10,5,2
1120,3,20,3,5,5,15,3,2,7,25,5,5
1074,3,30,1,5,12,10,3,10,20,25,1,5
3839,15,10,3,2,12,20,3,2,7,25,5,5
3794,3,20,3,2,8,20,1,2,15,25,3,2
2161,15,20,5,5,8,20,3,10,15,15,1,5
2749,3,10,1,2,8,10,5,10,15,10,3,10
3517,3,10,5,2,12,15,5,2,20,10,3,10
4856,8,10,5,2,12,10,3,2,15,10,3,10
2062,15,30,1,2,8,15,3,5,7,10,5,2
1537,8,10,1,10,8,10,3,2,7,10,1,5
180,3,30,5,2,12,20,5,5,15,15,5,5
3430,8,30,1,5,12,10,3,5,15,25,1,10
3279,15,10,1,5,12,20,1,5,20,25,1,5
977,8,20,3,2,8,10,3,2,7,10,3,2
722,15,10,3,10,5,10,1,10,20,10,3,2
1270,8,20,5,5,12,20,3,2,7,15,5,2
650,8,20,1,5,12,10,1,2,15,15,3,5
1151,15,20,1,10,5,10,3,5,7,25,1,10
2495,15,30,5,10,8,10,1,2,20,25,5,10
1952,8,30,1,2,8,15,5,5,15,15,3,10
2375,15,30,1,5,5,15,1,5,20,10,5,2
1624,3,10,3,10,8,20,1,2,7,10,1,10
19,8,10,5,5,12,20,3,10,20,10,5,10
4157,8,20,1,5,12,15,3,10,15,25,1,5
4749,3,20,1,5,12,15,3,5,15,25,1,5
2074,15,10,3,5,8,10,3,10,7,25,1,5
4931,3,20,1,10,12,15,1,2,15,15,3,10
490,15,10,3,5,5,10,3,10,20,15,5,10
56,8,10,5,10,5,10,1,10,20,25,5,5
2170,8,30,5,10,12,20,1,2,20,15,1,5
4088,3,30,3,2,5,15,3,5,15,15,1,10
102,3,10,1,10,8,20,5,2,15,15,5,2
768,8,30,5,2,12,20,1,2,7,10,3,10
1592,15,30,1,2,5,15,5,10,7,10,3,10
3263,3,20,5,10,5,20,1,2,20,10,1,10
1857,8,30,1,2,8,10,5,10,20,15,5,2
2228,15,30,5,2,12,20,5,2,15,15,1,2
4941,3,30,1,10,5,20,3,5,20,15,5,10
1121,8,30,5,2,12,10,1,10,20,10,5,5
2309,8,20,1,5,12,15,3,2,20,15,1,10
205,8,10,3,5,5,20,3,2,20,15,1,5
2417,3,20,3,5,12,10,1,5,20,25,1,5
3506,3,10,1,2,12,15,3,2,7,15,5,10
4027,15,20,5,5,5,10,5,10,15,25,3,2
3213,3,10,3,5,8,20,1,10,7,25,3,5
1953,15,30,3,10,5,15,3,2,20,25,3,5
3183,8,20,3,5,8,15,5,10,20,25,5,10
1033,8,20,5,10,12,20,1,5,7,15,5,10
1421,15,20,1,2,12,10,1,2,20,25,3,10
623,15,30,5,10,5,10,1,5,15,10,3,2
93,15,30,5,2,12,10,1,10,7,10,5,2
2122,15,20,5,5,5,10,3,10,7,15,3,10
2205,3,30,3,10,8,10,5,10,15,15,1,10
1676,8,10,1,5,8,15,3,5,7,10,3,2
614,15,20,5,2,12,20,1,5,20,10,5,2
2678,15,30,3,10,8,15,3,2,15,25,3,10
1658,3,30,1,2,12,15,1,5,7,15,5,5
2861,3,10,1,5,12,10,5,2,20,15,5,10
2748,8,10,3,5,12,20,3,10,7,25,5,10
4437,3,10,1,10,8,20,5,5,7,15,3,2
2547,3,20,3,10,5,15,5,5,7,10,1,5
1218,3,30,3,5,5,15,3,5,15,25,5,2
1668,8,30,1,5,8,10,3,10,7,15,1,2
3088,3,10,3,2,8,20,3,2,15,10,5,2
696,15,30,3,10,12,20,3,10,20,25,5,5
975,3,30,1,2,5,10,1,2,7,25,5,10
3681,8,10,1,5,5,10,5,2,20,10,3,2
1219,8,30,1,10,8,15,5,10,7,15,5,5
4098,3,10,1,10,8,15,3,2,7,25,3,10
2961,15,20,3,5,8,20,5,10,20,10,3,10
113,15,20,5,5,12,10,3,5,7,15,1,5
3793,3,10,3,5,8,15,1,10,15,10,5,5
1500,8,20,3,5,8,10,1,10,20,15,5,5
597,3,10,5,10,5,20,3,10,15,10,3,5
273,3,20,1,2,5,20,1,10,20,10,5,2
2566,3,20,1,10,5,20,3,2,15,15,3,2
161,8,20,3,10,12,15,5,2,15,25,3,5
4301,8,10,1,5,12,20,1,5,15,15,5,10
743,8,30,1,5,12,15,1,2,20,25,3,2
4589,15,10,5,5,12,20,1,5,20,15,3,2
3544,8,10,3,5,5,20,5,10,20,15,3,10
856,8,10,5,2,5,15,5,10,20,25,5,2
525,8,30,5,5,8,15,5,5,7,25,3,2
3547,8,20,3,10,8,20,3,2,20,15,5,10
1962,15,10,3,10,5,10,5,10,15,15,1,10
3343,8,10,1,10,5,10,5,5,20,25,3,2
119,8,10,3,10,8,20,1,5,15,10,3,2
351,15,30,5,10,12,20,3,5,15,15,5,5
3383,15,10,5,2,5,10,3,10,20,25,5,10
1756,15,10,5,2,5,15,3,2,7,25,5,5
4861,15,30,1,10,5,20,5,10,20,15,3,10
750,15,20,1,10,8,10,1,5,15,25,3,2
3980,3,20,3,2,12,20,5,10,7,15,3,5
