,CS,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,Metro_cost,Metro_travel_time,Metro_Comfort,Metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2,Plane_cost,Plane_travel_time,Plane_Comfort,Plane_CO2
3365,3366,3,20,1,2,8,20,1,10,15,10,3,10,20,20,3,2
3077,3078,15,30,1,2,8,20,3,10,20,10,1,5,15,20,3,5
7177,7178,3,30,3,10,12,20,3,5,7,25,1,5,15,10,1,5
1506,1507,8,10,3,5,8,15,1,5,7,25,5,10,15,10,5,2
1337,1338,8,10,5,10,5,15,3,5,7,25,1,5,7,30,1,2
5412,5413,15,30,5,5,5,15,3,10,7,10,1,10,15,10,1,2
5941,5942,8,30,3,5,8,15,3,2,7,10,1,5,7,10,3,5
7598,7599,3,20,1,10,12,15,1,5,20,15,5,2,15,30,3,5
2460,2461,8,20,3,5,12,20,5,10,15,10,3,10,7,30,1,10
804,805,3,10,1,2,5,10,3,5,20,15,5,10,7,30,1,5
3963,3964,3,20,1,5,8,15,5,2,7,10,3,5,15,10,3,2
2155,2156,8,20,1,5,8,10,5,10,15,10,1,10,7,10,5,2
634,635,15,20,5,10,5,15,5,5,15,15,5,2,20,20,5,2
7121,7122,8,10,1,10,5,15,3,10,7,10,3,10,7,30,3,5
322,323,15,10,3,2,5,20,5,5,7,15,3,10,15,20,1,5
3057,3058,3,10,5,2,12,15,1,2,15,15,1,10,15,20,1,10
1840,1841,15,30,5,10,5,15,3,10,15,25,1,5,7,20,3,2
3179,3180,3,20,3,2,8,20,5,10,7,15,3,5,7,20,3,5
3801,3802,3,20,1,10,8,15,3,10,7,15,5,5,15,20,1,10
4358,4359,15,20,3,2,5,15,1,2,20,10,3,5,7,20,5,2
4968,4969,15,10,3,10,5,10,3,5,20,10,5,5,15,20,5,5
2845,2846,15,10,1,5,12,15,1,2,7,10,3,10,7,20,3,5
3597,3598,15,30,3,5,8,10,1,5,7,25,3,10,15,30,1,5
5031,5032,8,10,3,2,8,10,5,2,15,25,5,5,7,20,5,10
3001,3002,8,10,5,10,5,10,1,5,20,15,1,5,15,10,3,5
7231,7232,3,30,1,2,5,20,1,10,20,10,1,5,7,10,1,5
2892,2893,8,30,3,10,8,15,1,10,20,25,3,2,20,30,5,10
2355,2356,8,10,3,2,8,20,5,10,7,15,5,2,15,20,1,10
7552,7553,15,20,3,5,5,15,1,10,15,15,1,5,7,20,1,2
2537,2538,8,30,1,10,5,15,3,5,20,25,3,5,20,20,3,2
6278,6279,8,30,1,2,5,10,5,10,15,25,1,10,20,30,3,10
6367,6368,3,20,1,2,12,15,5,2,7,10,1,2,7,10,3,2
6855,6856,3,20,1,2,12,20,1,5,15,15,1,5,15,20,1,5
4483,4484,8,30,5,2,5,20,3,10,15,25,1,5,20,20,1,2
6379,6380,3,20,5,2,5,20,3,2,15,25,5,2,15,20,5,2
4394,4395,8,30,5,2,8,15,3,10,15,25,3,5,7,20,1,2
1089,1090,3,30,5,5,8,15,1,10,15,25,3,10,20,20,5,2
6028,6029,15,20,5,5,12,20,1,10,15,15,1,2,15,30,3,2
7002,7003,3,30,3,10,5,15,5,2,7,25,1,2,20,30,3,10
5033,5034,15,20,3,2,5,15,3,2,20,15,3,10,15,20,5,10
1400,1401,3,30,1,10,8,20,1,2,15,10,1,10,7,20,5,10
6581,6582,15,20,3,2,5,15,5,2,20,10,1,5,7,10,5,5
5384,5385,3,20,3,5,8,15,1,2,15,25,1,5,7,30,3,5
1193,1194,8,10,3,2,8,20,1,10,15,10,5,10,7,10,5,5
2984,2985,15,20,5,2,8,20,3,5,20,25,3,2,15,10,3,10
5472,5473,8,10,5,5,5,20,5,5,7,10,5,5,20,20,5,5
5619,5620,8,30,3,5,5,15,3,10,15,25,5,2,15,10,3,2
1755,1756,3,30,1,5,5,10,1,5,15,15,1,5,20,10,3,2
4998,4999,8,30,3,10,5,10,5,2,15,25,3,10,20,30,5,10
3828,3829,3,20,3,2,5,20,5,5,15,15,1,5,20,30,3,10
4547,4548,8,10,1,10,12,10,3,10,15,15,3,10,15,30,3,5
2317,2318,8,10,3,2,12,10,5,10,7,25,1,10,15,20,1,10
1958,1959,3,20,1,10,5,10,3,10,20,25,5,5,15,10,5,2
5152,5153,3,30,5,10,12,10,1,2,15,25,3,5,7,10,5,10
7573,7574,15,30,3,2,5,10,5,10,20,10,3,2,20,20,5,10
5488,5489,3,20,1,2,8,15,1,5,7,25,5,5,15,30,1,5
7061,7062,15,20,3,2,5,20,5,5,20,10,1,10,20,30,3,10
4655,4656,15,30,5,2,12,15,1,2,7,10,3,5,7,20,3,5
5188,5189,8,30,3,10,5,10,5,2,20,10,3,5,7,30,3,2
2649,2650,3,30,1,10,12,10,5,10,7,10,3,2,7,10,1,2
5497,5498,15,20,1,10,5,15,3,5,20,10,5,10,20,10,1,10
5036,5037,8,30,5,5,12,15,1,5,15,15,3,2,7,20,5,5
4776,4777,3,10,3,5,12,15,1,2,20,25,1,5,7,10,3,5
3327,3328,15,20,3,5,5,10,5,2,20,15,1,10,7,10,1,10
5628,5629,8,30,3,2,12,20,1,10,15,25,3,5,7,20,3,10
4280,4281,8,10,5,2,12,20,3,10,7,10,1,5,15,20,5,2
711,712,8,20,3,10,5,10,5,2,7,15,3,10,15,10,1,2
7234,7235,8,10,5,10,8,10,5,5,20,10,1,10,20,30,3,10
876,877,3,30,5,10,12,10,5,2,20,15,5,5,20,10,1,5
2035,2036,15,20,5,2,12,20,1,5,7,10,1,5,15,20,1,10
7457,7458,8,30,3,5,5,20,3,10,7,25,1,2,20,20,1,10
6755,6756,3,30,3,5,12,20,3,10,15,10,1,10,15,30,1,5
6845,6846,8,30,5,10,5,15,1,10,15,10,5,2,7,20,3,5
2502,2503,8,10,3,2,12,20,3,10,15,15,1,5,20,20,5,2
1700,1701,3,10,3,10,8,15,1,5,20,25,3,10,20,10,5,10
3435,3436,15,20,1,5,12,15,1,5,15,15,3,2,15,10,1,2
760,761,3,10,5,5,5,10,5,5,7,10,3,10,15,20,3,2
5311,5312,8,30,3,5,5,15,5,2,15,10,3,10,7,20,1,10
5616,5617,15,20,5,5,5,10,3,5,15,25,1,2,15,30,5,10
3927,3928,8,10,3,2,12,20,1,10,7,15,5,2,15,10,5,10
2756,2757,15,20,1,2,8,15,1,10,7,10,3,5,7,10,1,2
4863,4864,15,10,1,10,12,15,5,5,15,25,3,2,7,10,3,2
659,660,3,30,5,10,12,10,3,2,15,15,1,10,20,10,1,5
2864,2865,8,20,3,5,5,10,3,10,7,25,1,2,15,20,3,5
5705,5706,8,20,3,10,8,20,1,5,20,15,5,2,20,20,3,5
3024,3025,8,30,1,2,8,15,5,5,15,10,5,2,15,30,3,5
4829,4830,3,10,1,2,12,20,1,10,20,15,3,10,15,30,3,2
1563,1564,8,10,3,10,12,20,3,5,7,25,5,2,15,20,3,2
3106,3107,8,20,5,2,12,10,1,10,15,10,1,10,7,20,3,2
2015,2016,8,20,3,5,8,10,5,5,7,10,5,10,20,30,5,5
2078,2079,15,20,1,5,8,15,3,2,7,15,5,2,15,10,1,2
5372,5373,3,10,3,2,12,20,3,2,15,10,3,5,20,20,1,5
2511,2512,15,10,1,10,5,15,3,2,15,25,5,10,15,20,1,10
132,133,3,10,3,10,8,10,3,5,15,15,3,10,20,30,5,10
2642,2643,8,10,3,2,12,20,3,10,15,25,5,10,15,30,5,10
887,888,8,20,3,5,8,10,5,5,20,15,3,5,15,10,1,5
5868,5869,8,20,5,10,8,20,1,10,7,25,3,10,7,10,5,10
3136,3137,8,30,3,10,12,20,5,10,7,25,3,10,7,30,1,5
2253,2254,3,20,5,5,12,10,3,2,15,25,1,2,20,10,5,5
102,103,8,10,1,2,5,10,1,10,20,25,1,10,20,20,3,2
6178,6179,3,10,1,10,5,15,1,2,15,15,5,5,7,10,5,5
5671,5672,15,30,3,10,8,10,1,10,7,15,1,2,15,20,5,5
1348,1349,3,20,3,2,12,20,5,2,15,10,5,5,7,30,3,2
264,265,15,20,5,5,12,15,3,2,15,25,5,10,20,30,1,10
310,311,3,10,3,2,12,20,5,5,7,10,1,2,15,20,5,10
5668,5669,15,10,5,10,8,15,5,2,7,15,5,2,20,10,1,10
6283,6284,8,20,3,2,5,10,1,10,20,15,1,10,20,10,1,10
4765,4766,3,10,5,2,8,10,1,10,15,25,5,10,7,20,1,2
7427,7428,15,10,1,5,8,20,1,10,15,25,1,10,20,10,5,10
1645,1646,8,30,5,10,5,20,1,10,15,10,3,5,7,20,3,5
7413,7414,3,10,5,5,5,15,5,5,7,25,5,10,20,10,1,5
472,473,3,30,3,10,5,20,3,10,20,10,1,2,15,30,5,5
7309,7310,8,30,5,2,5,15,5,10,15,25,1,2,20,10,1,5
6325,6326,3,10,5,2,8,20,1,2,15,10,5,5,7,30,1,5
5763,5764,3,30,5,2,8,10,5,2,15,25,3,2,20,10,3,10
3824,3825,3,10,5,2,5,15,5,5,7,25,3,5,15,20,1,5
7540,7541,8,30,5,5,8,10,5,10,15,15,5,2,15,20,3,2
2452,2453,3,20,5,2,8,10,1,2,20,15,5,10,7,20,1,10
3167,3168,3,30,1,2,8,20,1,2,20,10,1,2,15,20,3,2
7033,7034,8,30,1,5,5,15,3,10,20,25,5,2,7,10,3,10
2313,2314,3,10,3,5,8,20,1,5,7,10,1,2,7,10,3,5
1566,1567,3,20,3,2,5,10,5,5,7,25,1,10,15,30,5,2
4637,4638,15,20,5,10,12,15,3,2,20,25,5,10,7,10,5,10
2407,2408,3,20,5,5,12,15,5,10,7,10,5,10,20,10,5,2
1396,1397,8,30,1,2,12,10,3,2,7,25,3,2,15,10,5,10
4723,4724,15,30,1,5,12,10,1,2,20,25,5,5,15,10,1,5
537,538,8,10,1,10,12,10,1,10,15,15,3,2,7,10,1,5
5186,5187,3,30,5,5,5,10,3,10,20,15,1,10,7,20,3,2
6838,6839,15,20,1,5,8,15,1,5,7,15,3,10,20,20,5,2
2203,2204,8,30,1,2,12,20,5,5,20,15,5,5,7,30,5,2
940,941,15,30,3,5,12,15,3,5,15,25,5,2,7,10,3,5
3284,3285,8,10,3,10,12,20,1,5,15,15,3,10,15,30,1,2
5093,5094,15,10,3,2,12,20,1,10,7,10,5,2,7,30,3,2
4686,4687,3,20,5,5,5,20,5,10,7,25,3,2,20,30,3,2
5768,5769,8,30,3,10,8,20,5,2,15,10,5,2,20,10,5,2
974,975,15,30,3,5,12,15,3,5,15,10,5,5,7,30,1,5
5102,5103,8,20,1,5,5,10,5,2,15,15,1,5,20,20,5,2
5149,5150,8,20,1,2,5,15,5,10,20,25,1,5,15,20,3,10
2635,2636,3,30,5,2,5,15,3,5,20,15,5,2,15,30,3,2
3184,3185,8,10,3,10,8,20,3,5,15,25,1,10,20,10,1,10
5206,5207,8,30,5,2,5,10,1,2,15,25,1,2,7,20,5,10
962,963,8,20,5,2,8,10,5,2,20,25,3,2,15,30,3,10
6668,6669,3,10,3,10,5,15,5,5,7,15,5,5,7,10,3,10
6956,6957,3,30,5,10,5,20,1,5,20,15,5,10,20,20,5,10
4331,4332,8,30,5,10,8,15,3,5,7,25,3,5,15,30,5,5
5354,5355,15,30,1,5,8,15,1,5,15,10,1,10,20,10,1,2
6960,6961,15,20,3,2,5,20,1,2,7,10,1,2,15,20,5,2
1391,1392,15,30,1,2,5,10,3,5,7,25,5,10,15,30,5,10
5528,5529,3,20,3,5,5,10,1,2,7,25,3,10,7,10,3,5
6844,6845,8,20,1,2,12,10,1,2,15,10,5,5,15,20,3,10
2791,2792,15,10,5,10,12,10,5,5,7,25,5,2,20,30,5,10
7098,7099,8,20,1,2,5,15,5,10,7,15,3,10,20,10,5,10
7523,7524,8,10,3,5,12,10,1,10,15,15,1,10,20,10,1,5
1994,1995,15,20,5,2,12,15,1,2,15,25,3,5,20,20,3,2
2095,2096,15,30,3,5,8,20,5,2,15,25,1,5,20,30,3,5
5049,5050,3,30,1,10,8,10,5,10,15,10,3,10,20,10,3,2
6269,6270,8,20,5,2,8,10,3,5,20,10,3,5,20,20,3,5
7170,7171,3,20,3,5,12,15,1,5,7,10,3,5,15,20,3,2
3363,3364,15,20,1,2,12,15,1,10,7,25,3,5,20,20,5,2
4099,4100,8,30,3,5,12,10,1,10,20,10,1,10,15,20,1,2
7089,7090,8,10,1,10,12,10,3,10,7,15,1,2,20,30,5,5
5166,5167,8,30,5,5,8,10,1,2,20,10,3,2,7,30,5,2
1771,1772,15,30,1,5,5,20,1,10,15,25,1,5,20,30,1,10
4559,4560,3,10,1,5,12,20,1,10,20,25,1,10,15,10,5,10
7281,7282,15,20,3,5,5,20,3,10,15,15,1,5,20,20,5,5
5297,5298,15,10,5,5,12,10,1,10,7,15,3,5,7,30,3,5
7046,7047,3,10,1,10,8,20,5,10,20,10,5,2,20,20,5,5
514,515,15,20,1,10,12,10,5,2,7,10,3,10,15,20,1,2
3643,3644,8,20,1,5,8,15,1,2,20,25,3,10,20,30,5,2
7152,7153,8,10,3,2,12,10,5,10,20,15,5,5,7,30,3,2
1716,1717,15,10,5,2,5,15,3,5,7,15,3,10,7,30,5,5
4745,4746,8,20,1,10,5,10,3,5,20,10,5,10,15,20,3,2
6774,6775,8,20,1,2,8,15,3,5,7,15,3,10,7,20,3,2
3287,3288,8,10,1,2,12,15,1,2,7,10,3,5,7,20,5,10
4712,4713,3,10,3,10,5,15,3,2,15,25,5,10,7,10,5,10
599,600,15,30,5,10,5,10,3,5,7,25,5,5,15,20,3,5
6255,6256,3,10,5,5,12,10,5,5,20,10,5,2,15,20,1,5
1335,1336,15,20,5,10,5,15,3,10,15,25,1,5,7,20,5,2
2911,2912,3,30,5,2,8,20,5,10,15,25,1,5,15,30,3,5
6442,6443,8,30,3,2,12,20,3,5,7,25,3,10,20,10,1,5
6132,6133,8,20,1,5,12,20,3,5,15,15,3,5,15,10,5,10
7433,7434,3,20,3,10,8,15,5,5,20,15,3,5,7,10,1,2
4716,4717,3,30,1,5,12,20,3,2,15,15,3,5,20,30,1,5
6763,6764,3,30,5,5,12,15,5,2,20,15,3,2,15,20,5,2
4156,4157,15,30,5,5,8,20,1,2,15,15,3,5,7,20,3,5
5653,5654,3,20,1,2,8,15,3,5,20,25,1,5,20,30,3,2
5441,5442,3,10,5,2,12,15,1,2,15,15,1,2,15,10,3,5
5596,5597,15,30,1,2,5,10,3,10,15,10,1,5,20,20,1,10
5555,5556,8,20,5,2,8,15,3,2,15,25,5,10,7,30,1,10
2941,2942,3,30,1,5,12,20,1,10,15,15,5,10,7,20,5,10
5713,5714,8,10,5,2,5,15,1,10,15,25,1,5,15,10,1,5
2976,2977,3,30,5,10,5,15,3,2,20,25,5,5,20,20,3,5
5949,5950,8,20,5,10,8,20,1,5,20,25,1,10,7,10,1,2
7508,7509,8,20,5,10,5,10,3,10,20,25,3,10,20,20,3,2
2370,2371,8,20,3,2,5,20,3,10,15,15,5,10,7,30,1,2
1559,1560,3,10,5,2,12,10,5,2,7,25,3,2,20,10,3,2
2438,2439,15,30,5,10,12,10,3,5,15,15,3,2,20,20,1,10
2262,2263,15,10,3,2,12,10,5,10,15,10,5,10,7,30,5,5
1498,1499,3,20,1,5,12,10,1,10,15,25,1,10,7,20,1,5
6506,6507,3,20,5,2,8,10,3,2,20,15,1,5,7,20,1,2
1923,1924,15,30,5,5,12,15,3,10,20,15,1,10,7,10,3,10
6440,6441,8,30,5,2,5,10,3,10,20,10,5,2,20,20,5,2
7277,7278,3,10,5,10,12,20,3,2,7,25,3,2,15,20,1,10
2403,2404,15,20,5,5,12,10,1,10,15,25,1,2,20,30,5,10
6859,6860,3,20,3,2,5,20,1,2,15,15,3,10,20,30,3,10
3806,3807,8,20,1,2,12,10,3,2,20,10,1,10,20,30,3,5
59,60,3,10,5,5,5,10,5,10,15,25,3,2,20,20,1,10
1842,1843,3,10,3,2,8,20,1,10,15,10,1,10,7,10,3,10
4915,4916,8,10,1,10,12,15,1,10,15,25,3,2,7,30,1,5
4406,4407,8,30,5,2,8,20,5,2,7,25,1,2,7,20,1,5
3478,3479,8,30,3,5,8,10,1,5,15,10,5,5,15,10,3,2
547,548,15,30,5,5,8,20,1,10,15,10,3,2,7,30,5,5
2847,2848,15,10,1,10,8,10,3,10,7,25,1,5,7,30,3,2
7611,7612,8,10,5,2,12,10,5,5,15,25,5,10,20,30,3,5
2094,2095,3,30,1,5,12,15,3,5,15,10,5,5,15,10,3,2
1549,1550,8,10,1,10,8,10,3,5,7,15,5,10,7,30,1,10
2305,2306,15,30,3,10,8,10,3,2,15,25,5,5,15,10,1,2
7302,7303,8,10,3,5,12,15,1,5,20,10,3,2,20,30,5,5
479,480,15,10,1,2,5,15,5,10,15,25,5,2,7,10,1,10
2538,2539,3,20,5,5,5,10,1,10,15,10,1,10,7,10,3,2
2886,2887,3,20,5,5,12,15,3,5,20,10,3,2,15,10,3,10
1578,1579,3,10,3,10,5,15,1,10,15,10,1,10,15,20,3,2
5655,5656,15,10,5,10,5,10,3,10,20,10,3,10,20,20,5,2
1886,1887,15,20,3,2,5,20,5,5,20,15,3,10,7,20,1,10
4035,4036,15,30,1,5,5,20,3,2,20,25,5,10,7,30,5,5
3048,3049,8,30,5,2,12,15,5,2,15,10,5,10,20,10,1,10
6371,6372,8,30,5,2,8,20,5,2,7,15,3,5,20,20,1,2
6268,6269,8,10,1,5,8,15,3,10,20,10,1,2,15,30,1,10
1332,1333,15,30,3,2,5,15,1,5,7,10,5,2,15,20,5,10
5827,5828,15,20,3,5,5,10,1,5,20,10,3,10,15,30,1,10
3240,3241,8,20,1,2,12,20,1,10,20,25,3,5,15,20,1,2
1504,1505,8,30,1,10,5,10,1,5,20,10,1,5,15,10,5,2
1701,1702,8,10,1,5,5,10,3,5,7,10,5,2,20,10,3,5
5736,5737,3,10,3,10,8,15,5,5,20,10,1,2,20,30,5,2
3263,3264,15,30,5,2,5,15,3,5,15,25,1,10,15,20,1,2
5890,5891,15,10,3,10,5,10,3,2,20,10,1,10,20,30,5,2
4169,4170,8,20,1,10,5,20,5,10,20,25,5,10,20,10,3,5
6252,6253,8,20,5,5,8,10,1,10,15,10,3,2,7,30,3,5
7521,7522,3,30,3,5,12,20,3,5,7,15,1,2,15,30,1,5
3229,3230,8,10,3,2,12,15,3,2,7,15,5,5,20,10,1,5
2088,2089,3,30,3,2,8,10,1,5,7,25,1,10,20,10,1,5
7411,7412,15,10,1,10,12,10,5,5,15,15,5,2,15,10,5,2
5695,5696,15,20,3,10,5,10,3,5,20,25,3,2,7,20,3,10
5012,5013,3,20,1,10,5,15,1,10,7,10,1,10,15,20,1,5
2248,2249,3,20,3,2,5,15,5,5,7,10,5,5,15,20,3,5
2375,2376,8,20,3,5,5,20,1,5,7,15,3,10,15,20,1,2
6738,6739,8,10,1,5,8,15,3,2,20,10,3,2,20,10,5,5
5634,5635,3,20,3,10,8,20,5,10,15,15,1,2,20,10,5,5
1010,1011,15,30,1,5,8,20,3,2,20,25,5,5,7,30,1,2
4245,4246,8,10,3,5,12,20,5,5,15,25,3,10,7,10,1,10
2476,2477,3,30,3,5,8,20,3,2,7,15,3,2,7,20,1,2
1752,1753,15,10,5,10,5,10,5,10,15,25,1,5,7,10,1,10
7182,7183,15,30,3,5,5,20,5,5,20,15,3,5,15,10,3,10
5953,5954,15,10,5,5,12,20,1,10,7,25,3,10,7,20,3,2
4283,4284,15,20,3,10,5,15,1,2,15,15,5,10,15,10,5,10
469,470,8,20,5,5,12,10,3,2,20,25,1,5,7,30,5,5
5939,5940,15,30,5,10,12,15,5,5,7,25,3,5,7,20,5,2
4174,4175,15,10,5,2,5,10,1,2,7,15,5,5,20,30,5,2
1334,1335,8,10,3,2,5,10,3,2,20,15,3,10,20,10,1,10
2612,2613,3,10,3,10,8,20,1,5,15,15,3,10,7,10,5,10
4141,4142,8,10,5,2,5,20,5,5,20,25,3,10,15,20,5,2
5858,5859,15,10,1,10,5,20,3,2,15,10,5,5,20,30,3,10
2217,2218,15,20,3,2,5,15,3,10,15,15,5,5,7,30,3,5
1299,1300,3,20,5,5,5,20,1,2,15,25,5,5,15,30,1,2
6714,6715,8,10,3,5,12,10,5,2,7,15,5,10,15,30,3,5
7138,7139,15,20,5,2,12,15,1,10,7,10,5,2,15,30,1,2
1143,1144,8,30,3,5,5,15,3,10,20,25,5,2,15,30,5,5
3428,3429,3,10,5,10,12,10,5,2,15,15,3,2,15,20,3,10
1817,1818,15,30,5,2,12,15,5,2,20,15,3,2,20,10,1,10
904,905,3,30,1,5,12,20,1,2,15,25,3,2,20,20,5,2
5059,5060,15,20,3,2,5,20,3,2,15,10,5,10,15,30,1,10
3776,3777,3,20,3,10,12,10,5,10,7,10,1,10,20,20,5,10
1347,1348,8,30,1,10,5,15,5,5,7,15,5,10,7,20,5,2
6175,6176,8,20,1,5,8,10,3,5,7,15,1,2,15,20,3,10
7699,7700,8,20,1,10,12,15,3,5,20,15,1,10,7,30,5,5
6103,6104,3,10,1,10,5,20,3,5,15,25,1,5,7,10,3,5
4413,4414,8,20,1,10,12,10,5,2,7,15,5,5,15,10,3,10
2245,2246,15,20,5,5,5,15,5,2,20,10,1,2,15,30,1,2
1079,1080,8,10,3,5,5,10,1,10,20,15,5,2,15,10,3,10
2399,2400,3,10,5,2,8,20,5,5,15,25,5,2,7,10,5,10
7695,7696,15,30,5,10,12,20,5,5,20,25,3,10,20,20,3,10
6912,6913,3,20,5,2,5,15,1,5,7,15,3,10,7,20,5,2
3272,3273,8,30,1,5,5,10,3,5,7,15,5,2,20,10,5,10
4288,4289,3,10,5,2,8,10,1,10,7,10,1,5,20,20,1,5
6869,6870,15,10,1,10,8,20,5,2,20,25,1,10,20,30,5,2
4330,4331,8,30,5,2,12,15,5,2,20,25,5,5,20,20,5,2
2259,2260,8,10,1,5,8,20,3,2,7,25,5,5,20,20,5,10
4714,4715,3,10,1,2,8,15,3,2,15,15,5,10,7,30,5,10
3270,3271,15,30,5,10,12,15,5,5,20,25,3,10,20,10,3,5
2425,2426,3,20,3,2,12,10,1,10,20,25,3,10,7,30,1,2
4168,4169,8,20,1,10,12,15,5,5,20,15,1,2,15,30,3,10
143,144,3,10,5,5,8,15,5,5,7,15,3,2,20,30,1,5
2414,2415,15,10,5,2,5,15,5,5,7,10,3,2,15,30,3,2
4555,4556,3,30,5,10,12,15,1,10,7,10,3,2,20,10,5,10
1853,1854,15,30,3,2,8,10,5,5,7,25,5,10,20,20,1,2
6919,6920,15,10,3,5,12,10,1,5,20,25,1,10,15,30,1,10
566,567,3,20,3,10,5,20,5,2,7,15,1,2,20,20,5,5
283,284,8,20,5,10,5,10,1,10,15,25,3,2,15,20,1,10
5064,5065,8,30,1,2,8,10,5,10,7,10,1,2,15,20,3,5
7635,7636,3,10,3,5,12,15,3,10,20,10,5,5,7,10,1,10
1399,1400,8,10,3,2,5,20,1,2,20,15,1,10,20,10,1,2
7577,7578,3,10,1,5,8,10,3,5,20,10,3,2,7,10,3,10
5276,5277,15,30,5,5,5,15,3,2,20,15,5,2,15,30,3,10
7143,7144,15,30,5,2,5,10,5,10,15,10,3,5,7,20,3,2
371,372,3,10,5,2,12,20,3,10,7,25,1,10,15,10,3,10
4214,4215,15,30,5,2,8,15,5,5,20,25,3,2,7,30,1,10
5969,5970,3,10,5,2,12,15,5,5,20,10,3,5,7,10,5,5
6260,6261,8,20,3,10,8,20,5,2,7,25,1,2,15,10,1,2
7691,7692,3,30,1,5,5,10,3,2,20,10,3,2,15,30,1,10
4933,4934,15,10,3,10,5,15,3,5,20,10,3,5,7,30,3,5
1029,1030,8,20,3,2,12,10,3,10,20,15,1,2,7,10,1,5
3155,3156,3,30,1,5,5,10,5,5,7,10,1,5,7,30,3,10
5683,5684,8,20,1,10,12,15,1,5,15,25,3,10,20,30,3,2
343,344,8,20,5,2,8,10,1,5,7,10,5,2,7,20,1,2
6308,6309,15,30,1,5,12,20,1,10,15,25,3,5,7,20,3,10
64,65,3,10,5,10,5,10,5,10,20,10,3,10,20,30,1,10
5908,5909,15,10,1,10,5,10,1,2,15,10,3,10,15,10,1,10
3361,3362,15,30,1,2,12,15,5,10,15,10,5,10,15,20,1,10
3590,3591,8,30,5,10,12,10,3,5,15,15,3,10,20,20,3,2
5438,5439,15,30,1,10,8,10,1,10,20,10,3,10,15,10,5,10
1732,1733,3,20,1,10,12,15,3,5,7,25,3,10,15,10,3,2
5654,5655,3,20,1,2,5,10,3,10,15,25,1,2,15,20,1,2
1651,1652,8,10,5,5,8,20,1,10,7,10,5,5,7,10,1,10
4961,4962,3,10,1,2,5,20,3,5,20,10,5,2,20,20,1,2
6471,6472,15,20,3,10,8,15,1,10,7,25,5,5,7,10,5,5
2948,2949,15,10,1,5,8,20,1,2,15,15,5,5,7,20,3,10
2861,2862,8,20,5,10,8,20,5,10,15,10,5,10,15,10,5,5
4600,4601,3,20,1,10,8,15,3,2,20,15,5,5,7,20,5,5
2687,2688,8,30,5,10,12,10,5,5,7,15,1,5,20,20,5,5
3217,3218,8,30,3,2,5,20,3,2,20,10,1,5,7,30,3,10
5231,5232,8,20,3,2,12,10,5,2,7,15,3,2,15,10,3,10
1512,1513,15,10,1,2,12,15,5,2,20,10,3,5,7,30,5,2
4681,4682,15,30,5,10,12,20,1,5,7,15,1,2,20,10,1,2
3730,3731,3,30,3,2,8,20,1,5,20,10,3,2,7,20,3,2
2048,2049,15,30,3,10,5,10,3,10,7,25,1,5,15,10,1,5
5280,5281,8,10,1,5,8,15,1,5,20,10,3,2,15,20,3,10
6452,6453,15,10,1,5,8,20,3,10,20,10,1,10,20,20,3,2
3512,3513,8,10,3,2,8,20,3,2,20,10,3,10,15,10,3,5
381,382,8,30,5,2,12,10,5,2,20,10,1,5,15,10,3,2
3681,3682,3,30,1,5,12,10,5,2,20,10,5,10,15,20,3,5
6990,6991,3,10,1,5,5,20,1,10,7,10,3,5,7,20,1,10
4135,4136,3,20,1,10,12,20,1,10,20,15,1,5,15,30,3,5
4423,4424,8,10,1,10,5,20,3,10,15,25,1,5,15,10,3,2
1290,1291,8,30,1,10,5,20,1,5,7,25,1,10,7,30,1,2
7584,7585,3,20,3,2,8,10,3,10,15,25,1,10,15,20,3,5
805,806,8,10,1,5,12,10,5,5,7,25,3,10,15,30,5,5
2709,2710,15,30,3,10,8,15,5,2,7,15,5,2,7,30,1,5
1784,1785,15,20,1,2,5,15,3,5,7,10,1,5,20,10,3,10
5663,5664,3,30,3,10,5,15,5,10,15,25,5,5,7,10,5,2
7010,7011,8,20,1,10,8,10,3,5,15,15,5,5,15,30,5,10
5538,5539,3,10,3,2,5,10,1,2,20,15,1,10,20,20,3,5
4372,4373,8,10,5,10,8,15,5,5,20,15,1,2,20,20,5,10
4894,4895,8,30,5,2,12,20,1,10,15,15,3,2,15,10,3,5
621,622,3,20,3,5,8,20,3,5,7,10,5,2,7,30,3,2
2727,2728,3,20,5,5,5,20,1,10,20,25,3,2,15,10,5,10
2424,2425,3,10,1,10,12,20,1,5,20,10,3,5,15,30,5,5
2083,2084,8,30,3,5,5,20,3,2,15,15,1,2,7,10,1,10
4420,4421,15,10,5,5,5,10,5,10,7,25,1,10,15,10,3,2
3532,3533,8,10,1,2,5,15,5,5,15,10,1,2,7,20,1,10
7384,7385,15,30,1,10,5,15,1,2,7,15,3,10,15,10,3,10
1214,1215,3,30,1,10,5,15,5,10,20,15,1,2,7,30,3,10
5227,5228,3,20,5,10,5,10,5,5,20,15,1,10,15,10,5,5
5115,5116,15,10,5,5,5,20,5,10,15,10,5,10,7,20,3,5
1365,1366,3,20,3,2,5,10,5,10,15,25,5,10,20,30,3,2
387,388,3,10,5,10,5,10,3,2,20,15,1,5,15,10,3,10
2887,2888,8,10,3,5,12,20,5,2,7,25,5,5,7,20,5,2
